"Date","Price","Open","High","Low","Vol.","Change %"
"12/30/2022","18,720.00","18,765.00","18,770.00","18,660.00","11.27K","-0.05%"
"12/29/2022","18,730.00","18,750.00","18,810.00","18,700.00","17.22K","-1.21%"
"12/28/2022","18,960.00","19,020.00","19,105.00","18,770.00","43.14K","0.18%"
"12/27/2022","18,925.00","18,695.00","19,125.00","18,655.00","86.92K","1.45%"
"12/26/2022","18,655.00","18,615.00","18,775.00","18,545.00","122.30K","0.13%"
"12/23/2022","18,630.00","18,660.00","18,690.00","18,570.00","97.68K","-0.29%"
"12/22/2022","18,685.00","18,655.00","18,780.00","18,620.00","97.37K","0.30%"
"12/21/2022","18,630.00","18,600.00","18,710.00","18,560.00","110.02K","0.38%"
"12/20/2022","18,560.00","18,530.00","18,650.00","18,465.00","135.27K","-0.54%"
"12/19/2022","18,660.00","18,755.00","18,820.00","18,510.00","161.79K","-0.45%"
"12/16/2022","18,745.00","18,740.00","18,880.00","18,630.00","162.71K","-2.45%"
"12/15/2022","19,215.00","19,280.00","19,290.00","19,150.00","3.30K","0.18%"
"12/14/2022","19,180.00","19,060.00","19,340.00","19,035.00","4.64K","1.35%"
"12/13/2022","18,925.00","18,845.00","19,025.00","18,795.00","8.33K","-0.55%"
"12/12/2022","19,030.00","19,265.00","19,300.00","18,865.00","16.69K","-1.35%"
"12/09/2022","19,290.00","19,345.00","19,400.00","19,200.00","14.06K","-0.08%"
"12/08/2022","19,305.00","19,265.00","19,365.00","19,195.00","10.37K","-0.05%"
"12/07/2022","19,315.00","19,285.00","19,460.00","19,210.00","10.25K","0.05%"
"12/06/2022","19,305.00","19,300.00","19,420.00","19,220.00","9.53K","-0.44%"
"12/05/2022","19,390.00","19,265.00","19,500.00","19,205.00","11.32K","0.65%"
"12/02/2022","19,265.00","19,170.00","19,350.00","19,170.00","15.14K","0.31%"
"12/01/2022","19,205.00","18,945.00","19,345.00","18,945.00","18.89K","1.64%"
"11/30/2022","18,895.00","18,975.00","19,045.00","18,795.00","32.06K","-0.50%"
"11/29/2022","18,990.00","18,770.00","19,165.00","18,740.00","55.46K","1.28%"
"11/28/2022","18,750.00","18,880.00","18,975.00","18,575.00","92.72K","-0.87%"
"11/25/2022","18,915.00","18,960.00","19,015.00","18,830.00","125.59K","-0.34%"
"11/24/2022","18,980.00","18,820.00","19,110.00","18,820.00","164.51K","0.16%"
"11/23/2022","18,950.00","18,960.00","19,085.00","18,835.00","190.03K","0.11%"
"11/22/2022","18,930.00","18,900.00","19,030.00","18,810.00","147.01K","-0.37%"
"11/21/2022","19,000.00","19,160.00","19,245.00","18,840.00","199.03K","-0.37%"
"11/18/2022","19,070.00","18,915.00","19,210.00","18,880.00","224.48K","1.03%"
"11/17/2022","18,875.00","18,870.00","19,070.00","18,715.00","197.75K","-0.19%"
"11/16/2022","18,910.00","18,850.00","19,085.00","18,830.00","177.93K","0.34%"
"11/15/2022","18,845.00","18,765.00","19,010.00","18,720.00","3.07K","0.00%"
"11/14/2022","18,845.00","18,985.00","19,100.00","18,500.00","4.18K","0.21%"
"11/11/2022","18,805.00","18,570.00","18,955.00","18,570.00","6.02K","1.10%"
"11/10/2022","18,600.00","18,600.00","18,680.00","18,530.00","7.28K","0.00%"
"11/09/2022","18,600.00","18,550.00","18,720.00","18,450.00","11.52K","0.62%"
"11/08/2022","18,485.00","18,405.00","18,595.00","18,405.00","9.58K","0.71%"
"11/07/2022","18,355.00","18,550.00","18,595.00","18,280.00","10.05K","0.27%"
"11/04/2022","18,305.00","18,170.00","18,490.00","18,130.00","12.70K","0.74%"
"11/03/2022","18,170.00","17,975.00","18,305.00","17,950.00","12.28K","1.03%"
"11/02/2022","17,985.00","18,095.00","18,140.00","17,885.00","12.13K","0.28%"
"11/01/2022","17,935.00","17,650.00","18,105.00","17,585.00","20.50K","-0.14%"
"10/31/2022","17,960.00","18,220.00","18,220.00","17,630.00","47.79K","-2.44%"
"10/28/2022","18,410.00","18,645.00","18,655.00","18,155.00","106.55K","-1.47%"
"10/27/2022","18,685.00","18,695.00","18,810.00","18,530.00","152.05K","0.21%"
"10/26/2022","18,645.00","18,480.00","18,755.00","18,480.00","152.30K","0.67%"
"10/25/2022","18,520.00","18,465.00","18,620.00","18,420.00","150.79K","-0.40%"
"10/24/2022","18,595.00","18,490.00","18,710.00","18,460.00","183.75K","-0.16%"
"10/21/2022","18,625.00","18,535.00","18,735.00","18,470.00","223.24K","1.17%"
"10/20/2022","18,410.00","18,305.00","18,510.00","18,285.00","170.26K","0.68%"
"10/19/2022","18,285.00","18,310.00","18,390.00","18,180.00","171.15K","-0.22%"
"10/18/2022","18,325.00","18,400.00","18,420.00","18,230.00","181.86K","-1.58%"
"10/17/2022","18,620.00","18,810.00","18,810.00","18,435.00","4.50K","-0.75%"
"10/14/2022","18,760.00","18,655.00","18,950.00","18,580.00","9.35K","1.13%"
"10/13/2022","18,550.00","18,520.00","18,665.00","18,390.00","11.25K","0.43%"
"10/12/2022","18,470.00","18,560.00","18,560.00","18,380.00","14.23K","-0.81%"
"10/11/2022","18,620.00","18,700.00","18,700.00","18,510.00","14.49K","0.13%"
"10/10/2022","18,595.00","19,095.00","19,095.00","18,070.00","19.72K","1.06%"
"09/30/2022","18,400.00","18,480.00","18,680.00","18,255.00","43.53K","1.49%"
"09/29/2022","18,130.00","18,090.00","18,210.00","18,010.00","48.16K","0.22%"
"09/28/2022","18,090.00","18,300.00","18,370.00","17,900.00","92.15K","-0.96%"
"09/27/2022","18,265.00","18,275.00","18,415.00","18,115.00","158.19K","-0.71%"
"09/26/2022","18,395.00","18,480.00","18,550.00","18,055.00","247.67K","-1.81%"
"09/23/2022","18,735.00","18,740.00","18,860.00","18,610.00","161.93K","0.67%"
"09/22/2022","18,610.00","18,590.00","18,775.00","18,450.00","191.26K","0.13%"
"09/21/2022","18,585.00","18,655.00","18,750.00","18,465.00","192.00K","-0.72%"
"09/20/2022","18,720.00","18,620.00","18,840.00","18,610.00","173.00K","-0.69%"
"09/19/2022","18,850.00","18,790.00","19,020.00","18,680.00","217.78K","-0.40%"
"09/16/2022","18,925.00","18,880.00","19,100.00","18,735.00","294.72K","1.39%"
"09/15/2022","18,665.00","18,500.00","18,910.00","18,400.00","5.68K","0.24%"
"09/14/2022","18,620.00","18,660.00","18,760.00","18,505.00","5.14K","-0.85%"
"09/13/2022","18,780.00","18,940.00","19,030.00","18,650.00","6.23K","-0.21%"
"09/09/2022","18,820.00","18,650.00","18,985.00","18,570.00","12.49K","1.51%"
"09/08/2022","18,540.00","18,370.00","18,675.00","18,310.00","10.40K","0.79%"
"09/07/2022","18,395.00","18,460.00","18,485.00","18,270.00","12.09K","-0.51%"
"09/06/2022","18,490.00","18,485.00","18,605.00","18,400.00","11.90K","0.46%"
"09/05/2022","18,405.00","18,220.00","18,500.00","18,180.00","11.89K","1.49%"
"09/02/2022","18,135.00","17,985.00","18,300.00","17,940.00","15.91K","-0.93%"
"09/01/2022","18,305.00","18,385.00","18,510.00","18,000.00","21.52K","-0.71%"
"08/31/2022","18,435.00","18,350.00","18,555.00","18,310.00","28.76K","-0.91%"
"08/30/2022","18,605.00","18,785.00","18,795.00","18,400.00","58.46K","-2.21%"
"08/29/2022","19,025.00","18,970.00","19,270.00","18,675.00","117.14K","1.04%"
"08/26/2022","18,830.00","18,915.00","18,960.00","18,740.00","152.44K","-0.58%"
"08/25/2022","18,940.00","18,940.00","19,025.00","18,840.00","193.33K","0.19%"
"08/24/2022","18,905.00","18,780.00","19,120.00","18,665.00","252.69K","1.67%"
"08/23/2022","18,595.00","18,440.00","18,750.00","18,440.00","187.19K","0.30%"
"08/22/2022","18,540.00","18,400.00","18,730.00","18,355.00","223.31K","0.38%"
"08/19/2022","18,470.00","18,490.00","18,565.00","18,370.00","214.79K","-0.51%"
"08/18/2022","18,565.00","18,640.00","18,690.00","18,320.00","254.52K","0.38%"
"08/17/2022","18,495.00","18,250.00","18,755.00","18,245.00","289.68K","2.84%"
"08/16/2022","17,985.00","17,975.00","18,230.00","17,725.00","260.70K","-2.39%"
"08/15/2022","18,425.00","19,005.00","19,005.00","18,040.00","3.58K","-2.98%"
"08/12/2022","18,990.00","19,025.00","19,060.00","18,890.00","7.48K","0.21%"
"08/11/2022","18,950.00","18,915.00","19,050.00","18,875.00","9.26K","0.45%"
"08/10/2022","18,865.00","18,900.00","18,965.00","18,740.00","10.26K","1.29%"
"08/09/2022","18,625.00","18,600.00","18,820.00","18,530.00","10.19K","0.54%"
"08/08/2022","18,525.00","18,700.00","18,750.00","18,465.00","11.76K","-0.51%"
"08/05/2022","18,620.00","18,385.00","18,735.00","18,340.00","13.54K","1.28%"
"08/04/2022","18,385.00","18,325.00","18,470.00","18,195.00","19.30K","0.71%"
"08/03/2022","18,255.00","18,195.00","18,450.00","18,080.00","13.00K","0.69%"
"08/02/2022","18,130.00","18,285.00","18,285.00","17,980.00","15.06K","-1.47%"
"08/01/2022","18,400.00","18,775.00","18,825.00","18,105.00","21.67K","-1.60%"
"07/29/2022","18,700.00","18,620.00","18,805.00","18,590.00","32.65K","1.82%"
"07/28/2022","18,365.00","17,975.00","18,800.00","17,975.00","63.03K","1.77%"
"07/27/2022","18,045.00","17,960.00","18,185.00","17,885.00","69.65K","0.95%"
"07/26/2022","17,875.00","17,845.00","18,090.00","17,730.00","132.47K","-0.61%"
"07/25/2022","17,985.00","18,050.00","18,225.00","17,710.00","228.97K","0.33%"
"07/22/2022","17,925.00","17,905.00","18,065.00","17,790.00","187.45K","-0.44%"
"07/21/2022","18,005.00","18,045.00","18,195.00","17,805.00","217.58K","0.64%"
"07/20/2022","17,890.00","18,030.00","18,065.00","17,760.00","238.46K","-0.78%"
"07/19/2022","18,030.00","17,830.00","18,315.00","17,825.00","320.61K","2.47%"
"07/18/2022","17,595.00","17,330.00","17,835.00","17,270.00","356.78K","1.71%"
"07/15/2022","17,300.00","17,295.00","17,420.00","17,080.00","2.97K","-0.29%"
"07/14/2022","17,350.00","17,180.00","17,490.00","17,070.00","4.12K","-0.94%"
"07/13/2022","17,515.00","17,905.00","17,945.00","17,230.00","7.67K","-2.42%"
"07/12/2022","17,950.00","18,180.00","18,180.00","17,600.00","10.25K","-1.62%"
"07/11/2022","18,245.00","18,500.00","18,550.00","18,130.00","8.71K","-1.33%"
"07/08/2022","18,490.00","18,505.00","18,670.00","18,385.00","9.33K","0.79%"
"07/07/2022","18,345.00","18,410.00","18,535.00","18,230.00","12.61K","0.47%"
"07/06/2022","18,260.00","18,465.00","18,465.00","18,085.00","16.00K","-2.92%"
"07/05/2022","18,810.00","19,065.00","19,180.00","18,485.00","18.49K","-1.60%"
"07/04/2022","19,115.00","18,955.00","19,220.00","18,890.00","13.26K","0.50%"
"07/01/2022","19,020.00","19,040.00","19,135.00","18,890.00","15.75K","-1.17%"
"06/30/2022","19,245.00","19,375.00","19,410.00","19,090.00","23.45K","-0.65%"
"06/29/2022","19,370.00","19,500.00","19,500.00","19,230.00","33.16K","0.36%"
"06/28/2022","19,300.00","19,285.00","19,475.00","19,200.00","53.46K","1.21%"
"06/27/2022","19,070.00","19,040.00","19,365.00","18,705.00","164.11K","-1.09%"
"06/24/2022","19,280.00","19,425.00","19,570.00","18,960.00","234.02K","-0.64%"
"06/23/2022","19,405.00","19,300.00","19,575.00","19,220.00","241.05K","-1.62%"
"06/22/2022","19,725.00","19,740.00","19,955.00","19,400.00","242.07K","0.05%"
"06/21/2022","19,715.00","19,480.00","19,880.00","19,450.00","236.93K","0.15%"
"06/20/2022","19,685.00","19,760.00","19,890.00","19,500.00","262.58K","0.05%"
"06/17/2022","19,675.00","19,820.00","19,945.00","19,445.00","332.57K","-1.89%"
"06/16/2022","20,055.00","19,915.00","20,250.00","19,855.00","247.83K","1.44%"
"06/15/2022","19,770.00","18,880.00","20,100.00","18,880.00","5.42K","-0.85%"
"06/14/2022","19,940.00","20,180.00","20,180.00","19,820.00","6.40K","-0.82%"
"06/13/2022","20,105.00","20,500.00","20,500.00","19,865.00","8.81K","-2.21%"
"06/10/2022","20,560.00","20,550.00","20,645.00","20,500.00","10.32K","-1.41%"
"06/09/2022","20,855.00","20,795.00","20,955.00","20,785.00","8.07K","0.36%"
"06/08/2022","20,780.00","20,750.00","20,890.00","20,670.00","10.15K","-0.26%"
"06/07/2022","20,835.00","20,895.00","20,955.00","20,720.00","11.56K","-0.45%"
"06/06/2022","20,930.00","20,660.00","21,205.00","20,660.00","16.73K","2.02%"
"06/02/2022","20,515.00","20,175.00","20,715.00","20,175.00","17.20K","1.06%"
"06/01/2022","20,300.00","20,650.00","20,685.00","20,070.00","31.28K","-2.33%"
"05/31/2022","20,785.00","20,825.00","20,900.00","20,730.00","24.16K","0.12%"
"05/30/2022","20,760.00","20,790.00","20,860.00","20,685.00","37.66K","0.10%"
"05/27/2022","20,740.00","20,515.00","20,840.00","20,515.00","50.64K","0.97%"
"05/26/2022","20,540.00","20,505.00","20,650.00","20,430.00","82.23K","0.44%"
"05/25/2022","20,450.00","20,305.00","20,600.00","20,305.00","131.78K","-0.80%"
"05/24/2022","20,615.00","20,870.00","20,920.00","20,455.00","175.54K","-1.27%"
"05/23/2022","20,880.00","20,820.00","21,030.00","20,750.00","190.22K","0.70%"
"05/20/2022","20,735.00","20,505.00","20,930.00","20,505.00","219.53K","1.54%"
"05/19/2022","20,420.00","20,335.00","20,670.00","20,150.00","265.35K","0.07%"
"05/18/2022","20,405.00","20,480.00","20,530.00","20,320.00","180.83K","-0.20%"
"05/17/2022","20,445.00","20,600.00","20,690.00","20,210.00","218.57K","-0.73%"
"05/16/2022","20,595.00","20,460.00","21,255.00","20,340.00","3.89K","2.01%"
"05/13/2022","20,190.00","20,275.00","20,350.00","19,950.00","6.15K","-0.32%"
"05/12/2022","20,255.00","20,225.00","20,430.00","20,095.00","14.39K","0.62%"
"05/11/2022","20,130.00","19,830.00","20,315.00","19,790.00","14.33K","1.82%"
"05/10/2022","19,770.00","19,700.00","19,935.00","19,555.00","14.62K","-0.08%"
"05/09/2022","19,785.00","19,930.00","19,970.00","19,665.00","17.86K","-2.51%"
"05/06/2022","20,295.00","20,350.00","20,490.00","20,025.00","19.01K","-2.03%"
"05/05/2022","20,715.00","20,830.00","20,985.00","20,480.00","20.50K","-0.55%"
"04/29/2022","20,830.00","20,880.00","20,905.00","20,740.00","25.03K","-0.22%"
"04/28/2022","20,875.00","20,750.00","21,000.00","20,700.00","33.15K","0.75%"
"04/27/2022","20,720.00","20,605.00","20,820.00","20,540.00","49.15K","0.19%"
"04/26/2022","20,680.00","20,500.00","21,020.00","20,285.00","78.87K","-2.66%"
"04/25/2022","21,245.00","21,845.00","21,860.00","20,650.00","147.16K","-2.92%"
"04/22/2022","21,885.00","21,895.00","21,950.00","21,820.00","61.44K","0.21%"
"04/21/2022","21,840.00","21,845.00","21,990.00","21,730.00","100.50K","0.18%"
"04/20/2022","21,800.00","21,795.00","21,900.00","21,720.00","142.30K","-1.20%"
"04/19/2022","22,065.00","21,895.00","22,200.00","21,885.00","183.85K","1.19%"
"04/18/2022","21,805.00","21,820.00","21,910.00","21,670.00","162.33K","0.35%"
"04/15/2022","21,730.00","21,520.00","21,890.00","21,520.00","3.48K","1.61%"
"04/14/2022","21,385.00","21,300.00","21,495.00","21,150.00","10.75K","1.06%"
"04/13/2022","21,160.00","21,060.00","21,345.00","20,850.00","8.74K","1.17%"
"04/12/2022","20,915.00","21,125.00","21,130.00","20,655.00","16.53K","-2.13%"
"04/11/2022","21,370.00","21,850.00","21,850.00","20,855.00","18.56K","-2.13%"
"04/08/2022","21,835.00","21,695.00","21,920.00","21,680.00","11.93K","-1.31%"
"04/07/2022","22,125.00","22,640.00","22,640.00","21,785.00","20.42K","-2.04%"
"04/06/2022","22,585.00","22,510.00","22,695.00","22,485.00","13.41K","-0.62%"
"04/01/2022","22,725.00","22,655.00","22,840.00","22,620.00","14.38K","-0.13%"
"03/31/2022","22,755.00","23,065.00","23,065.00","22,620.00","25.67K","0.26%"
"03/30/2022","22,695.00","22,700.00","22,910.00","22,400.00","39.98K","-1.30%"
"03/29/2022","22,995.00","23,000.00","23,100.00","22,915.00","29.95K","0.04%"
"03/28/2022","22,985.00","23,100.00","23,150.00","22,885.00","54.35K","-0.20%"
"03/25/2022","23,030.00","23,140.00","23,220.00","22,900.00","61.43K","-0.95%"
"03/24/2022","23,250.00","23,150.00","23,430.00","23,105.00","57.20K","1.22%"
"03/23/2022","22,970.00","23,055.00","23,120.00","22,820.00","53.36K","-0.04%"
"03/22/2022","22,980.00","23,025.00","23,180.00","22,775.00","61.14K","-0.13%"
"03/21/2022","23,010.00","22,580.00","23,275.00","22,580.00","91.01K","1.93%"
"03/18/2022","22,575.00","22,340.00","22,845.00","22,220.00","130.75K","2.22%"
"03/17/2022","22,085.00","21,895.00","22,300.00","21,870.00","174.76K","1.87%"
"03/16/2022","21,680.00","21,235.00","22,100.00","21,235.00","190.32K","-0.55%"
"03/15/2022","21,800.00","21,930.00","21,930.00","21,600.00","4.55K","-0.48%"
"03/14/2022","21,905.00","22,030.00","22,880.00","21,750.00","3.04K","-0.02%"
"03/11/2022","21,910.00","21,930.00","22,030.00","21,750.00","5.31K","1.84%"
"03/10/2022","21,515.00","21,630.00","21,760.00","21,170.00","11.41K","-2.07%"
"03/09/2022","21,970.00","21,910.00","22,690.00","21,090.00","15.25K","-4.48%"
"03/08/2022","23,000.00","23,850.00","23,865.00","22,545.00","28.11K","-3.64%"
"03/07/2022","23,870.00","23,545.00","24,190.00","23,390.00","20.76K","1.42%"
"03/04/2022","23,535.00","23,800.00","23,800.00","23,390.00","21.20K","-0.28%"
"03/03/2022","23,600.00","23,170.00","23,840.00","23,070.00","29.95K","3.01%"
"03/02/2022","22,910.00","22,850.00","22,995.00","22,835.00","21.32K","1.21%"
"03/01/2022","22,635.00","22,680.00","22,775.00","22,555.00","19.07K","-0.11%"
"02/28/2022","22,660.00","22,330.00","22,900.00","22,320.00","44.51K","-0.61%"
"02/25/2022","22,800.00","23,220.00","23,250.00","22,445.00","91.23K","-0.09%"
"02/24/2022","22,820.00","22,745.00","23,205.00","22,610.00","94.78K","-0.26%"
"02/23/2022","22,880.00","23,000.00","23,070.00","22,725.00","118.43K","0.02%"
"02/22/2022","22,875.00","22,600.00","23,145.00","22,595.00","212.80K","1.22%"
"02/21/2022","22,600.00","22,760.00","22,785.00","22,450.00","218.96K","-0.62%"
"02/18/2022","22,740.00","22,620.00","22,890.00","22,570.00","239.86K","0.33%"
"02/17/2022","22,665.00","22,745.00","22,780.00","22,565.00","190.52K","0.64%"
"02/16/2022","22,520.00","22,645.00","22,690.00","22,360.00","199.28K","-0.53%"
"02/15/2022","22,640.00","22,740.00","22,740.00","22,365.00","6.43K","0.07%"
"02/14/2022","22,625.00","22,620.00","22,790.00","22,235.00","7.16K","-1.09%"
"02/11/2022","22,875.00","23,220.00","23,220.00","22,650.00","13.52K","-1.70%"
"02/10/2022","23,270.00","22,990.00","23,400.00","22,980.00","18.97K","1.86%"
"02/09/2022","22,845.00","22,805.00","22,950.00","22,660.00","15.04K","1.78%"
"02/08/2022","22,445.00","22,320.00","22,825.00","21,965.00","20.13K","0.99%"
"02/07/2022","22,225.00","21,840.00","22,330.00","21,840.00","17.49K","2.77%"
"01/28/2022","21,625.00","21,590.00","22,415.00","21,475.00","18.90K","0.70%"
"01/27/2022","21,475.00","21,420.00","21,650.00","21,345.00","27.39K","0.05%"
"01/26/2022","21,465.00","21,185.00","21,615.00","21,110.00","47.21K","1.66%"
"01/25/2022","21,115.00","20,985.00","21,260.00","20,985.00","61.42K","-0.26%"
"01/24/2022","21,170.00","21,360.00","21,565.00","20,920.00","105.19K","-1.47%"
"01/21/2022","21,485.00","21,610.00","21,770.00","21,260.00","112.55K","0.02%"
"01/20/2022","21,480.00","21,645.00","21,780.00","21,200.00","175.50K","0.02%"
"01/19/2022","21,475.00","21,215.00","21,660.00","21,200.00","180.52K","1.51%"
"01/18/2022","21,155.00","21,060.00","21,365.00","21,015.00","186.47K","-0.07%"
"01/17/2022","21,170.00","21,500.00","21,500.00","20,920.00","5.13K","-0.19%"
"01/14/2022","21,210.00","21,495.00","21,615.00","21,030.00","5.43K","-1.42%"
"01/13/2022","21,515.00","21,645.00","21,900.00","21,260.00","13.31K","-0.58%"
"01/12/2022","21,640.00","21,595.00","21,805.00","21,520.00","17.22K","0.65%"
"01/11/2022","21,500.00","21,210.00","21,635.00","21,160.00","22.53K","1.75%"
"01/10/2022","21,130.00","21,050.00","21,285.00","20,965.00","17.34K","0.64%"
"01/07/2022","20,995.00","20,780.00","21,380.00","20,710.00","25.17K","1.62%"
"01/06/2022","20,660.00","20,400.00","20,825.00","20,400.00","21.84K","1.90%"
"01/05/2022","20,275.00","20,255.00","20,400.00","20,120.00","18.29K","0.37%"
"01/04/2022","20,200.00","20,400.00","20,555.00","20,080.00","16.49K","-0.91%"
